userId,questionId,question,subQuestion,responseId,response
59d0581cc8bca053d261c48b,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed multiple projects/courses
59dbb82a8ac2a56ad2aaef07,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59dbb82a8ac2a56ad2aaef07,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59dbb82a8ac2a56ad2aaef07,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,3
59dbb82a8ac2a56ad2aaef07,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59dbb82a8ac2a56ad2aaef07,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59dbb82a8ac2a56ad2aaef07,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59dbb82a8ac2a56ad2aaef07,q8,Do you have a team?,,team,false
59dbb82a8ac2a56ad2aaef07,q10,Would you like to join an existing team or project?,,join,true
59d0581cc8bca053d261c48b,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59d0581cc8bca053d261c48b,q4,Rate your experience with the following languages:,Java,q4-i3,Some experience
59d0581cc8bca053d261c48b,q4,Rate your experience with the following languages:,C++,q4-i4,Completed one project/course
59d0581cc8bca053d261c48b,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59d0581cc8bca053d261c48b,q4,Rate your experience with the following languages:,C#,q4-i7,Completed one project/course
59d0581cc8bca053d261c48b,q4,Rate your experience with the following languages:,SQL,q4-i8,Some experience
59d0581cc8bca053d261c48b,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d0581cc8bca053d261c48b,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59d0581cc8bca053d261c48b,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,5
59d0581cc8bca053d261c48b,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,2
59d0581cc8bca053d261c48b,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59d0581cc8bca053d261c48b,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59d0581cc8bca053d261c48b,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59d0581cc8bca053d261c48b,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59d0581cc8bca053d261c48b,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59d0581cc8bca053d261c48b,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59d0581cc8bca053d261c48b,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59d0581cc8bca053d261c48b,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59d130f5c8bca053d261c4ae,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59d130f5c8bca053d261c4ae,q2,What role do you expect to play on the team?,,q2-i6,Android
59d130f5c8bca053d261c4ae,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59d130f5c8bca053d261c4ae,q4,Rate your experience with the following languages:,Java,q4-i3,Some experience
59d130f5c8bca053d261c4ae,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59d130f5c8bca053d261c4ae,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,5
59d130f5c8bca053d261c4ae,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59d130f5c8bca053d261c4ae,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,3
59d130f5c8bca053d261c4ae,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59d130f5c8bca053d261c4ae,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,3
59d130f5c8bca053d261c4ae,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59d130f5c8bca053d261c4ae,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,2
59d130f5c8bca053d261c4ae,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,3
59d130f5c8bca053d261c4ae,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59d130f5c8bca053d261c4ae,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,4
59d130f5c8bca053d261c4ae,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59d130f5c8bca053d261c4ae,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,3
59d130f5c8bca053d261c4ae,q8,Do you have a team?,,team,false
59d130f5c8bca053d261c4ae,q10,Would you like to join an existing team or project?,,join,true
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i8,Social Issues
59e4f59e3b62e811697f4c1f,q8,Do you have a team?,,team,true
59e4f59e3b62e811697f4c1f,q9,Are you looking for more people to join your team?,,teammates,true
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i4,Travel
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i3,Health
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i11,Sports
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i5,Entertainment
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i6,Music
59e4f59e3b62e811697f4c1f,q1,What areas are you most interested in?,,q1-i1,Finance
59e4f59e3b62e811697f4c1f,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e4f59e3b62e811697f4c1f,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59e4f59e3b62e811697f4c1f,q2,What role do you expect to play on the team?,,q2-i6,Android
59e4f59e3b62e811697f4c1f,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Some experience
59e4f59e3b62e811697f4c1f,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Some experience
59e4f59e3b62e811697f4c1f,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Some experience
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,Java,q4-i3,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,C++,q4-i4,Completed multiple projects/courses
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,C#,q4-i7,Some experience
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed one project/course
59e4f59e3b62e811697f4c1f,q4,Rate your experience with the following languages:,Swift,q4-i9,Some experience
59e4f59e3b62e811697f4c1f,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,2
59e4f59e3b62e811697f4c1f,q5,Rate your skills (worse - better):,Design Skills,q5-i2,5
59e4f59e3b62e811697f4c1f,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,2
59e4f59e3b62e811697f4c1f,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,5
59e4f59e3b62e811697f4c1f,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,1
59e4f59e3b62e811697f4c1f,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,3
59e4f59e3b62e811697f4c1f,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59e4f59e3b62e811697f4c1f,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59e4f59e3b62e811697f4c1f,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59e4f59e3b62e811697f4c1f,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,4
59e4f59e3b62e811697f4c1f,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59e4f59e3b62e811697f4c1f,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,4
59e4f59e3b62e811697f4c1f,ft7,"If you already have teammates, may you provide their email addresses? (separated by a comma)",,ft7-ft-other,"59e5886638e5c61e5eda8954, 59e508ac3b62e811697f4c25"
59d0f826c8bca053d261c49c,q1,What areas are you most interested in?,,q1-i6,Music
59cf0915ca869411de5a7620,q2,What role do you expect to play on the team?,,q2-i4,Designer
59cf0915ca869411de5a7620,q2,What role do you expect to play on the team?,,q2-i3,Data Scientist
59d0f826c8bca053d261c49c,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59cf0915ca869411de5a7620,q2,What role do you expect to play on the team?,,q2-other,Business
59d0f826c8bca053d261c49c,q2,What role do you expect to play on the team?,,q2-other,Hardware
59cf0915ca869411de5a7620,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Completed one project/course
59d0f826c8bca053d261c49c,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Some experience
59cf0915ca869411de5a7620,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Completed one project/course
59d0f826c8bca053d261c49c,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed one project/course
59d0f826c8bca053d261c49c,q3,Rate your experience with the following technologies:,Virtual/Augmented Reality,q3-i7,Some experience
59d0f826c8bca053d261c49c,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed multiple projects/courses
59cf0915ca869411de5a7620,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d0f826c8bca053d261c49c,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Completed one project/course
59cf0915ca869411de5a7620,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59cf0915ca869411de5a7620,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,5
59cf0915ca869411de5a7620,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,5
59d0f826c8bca053d261c49c,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59d0f826c8bca053d261c49c,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Some experience
59d0f826c8bca053d261c49c,q4,Rate your experience with the following languages:,Java,q4-i3,Some experience
59d0f826c8bca053d261c49c,q4,Rate your experience with the following languages:,C++,q4-i4,Completed multiple projects/courses
59cf0915ca869411de5a7620,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59cf0915ca869411de5a7620,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59d0f826c8bca053d261c49c,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59cf0915ca869411de5a7620,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59cf0915ca869411de5a7620,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59cf0915ca869411de5a7620,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,4
59cf0915ca869411de5a7620,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
